,store_id,month,year,original_sales,forecast,timestap_columns
44,CA_1_FOODS_2,May,2016,446.0,440.5952196997089,2016-05-11
45,CA_1_FOODS_2,May,2016,457.0,411.1512485365269,2016-05-12
46,CA_1_FOODS_2,May,2016,545.0,511.0526473526016,2016-05-13
47,CA_1_FOODS_2,May,2016,611.0,644.5363705740962,2016-05-14
48,CA_1_FOODS_2,May,2016,781.0,691.5332196713039,2016-05-15
49,CA_1_FOODS_2,May,2016,555.0,547.2133478213045,2016-05-16
50,CA_1_FOODS_2,May,2016,476.0,469.11827962961394,2016-05-17
51,CA_1_FOODS_2,May,2016,427.0,438.6759969219103,2016-05-18
52,CA_1_FOODS_2,May,2016,411.0,411.9553692026466,2016-05-19
53,CA_1_FOODS_2,May,2016,434.0,509.7851227714185,2016-05-20
54,CA_1_FOODS_2,May,2016,627.0,643.7144001887838,2016-05-21
55,CA_1_FOODS_2,May,2016,719.0,694.9961145103587,2016-05-22
56,CA_1_FOODS_3,April,2016,2141.0,2314.0148678877304,2016-04-25
57,CA_1_FOODS_3,April,2016,1759.0,1899.268192747284,2016-04-26
58,CA_1_FOODS_3,April,2016,1787.0,1838.6762337470016,2016-04-27
59,CA_1_FOODS_3,April,2016,1718.0,1871.8962915512116,2016-04-28
60,CA_1_FOODS_3,April,2016,2182.0,2234.160969765383,2016-04-29
61,CA_1_FOODS_3,April,2016,2842.0,2823.6352328658327,2016-04-30
62,CA_1_FOODS_3,May,2016,3131.0,2857.597414802394,2016-05-01
63,CA_1_FOODS_3,May,2016,2396.0,2352.355835395407,2016-05-02
64,CA_1_FOODS_3,May,2016,2140.0,1843.5490447085456,2016-05-03
65,CA_1_FOODS_3,May,2016,2037.0,1786.8782747866692,2016-05-04
66,CA_1_FOODS_3,May,2016,1974.0,1782.6389301703734,2016-05-05
67,CA_1_FOODS_3,May,2016,2319.0,2253.433138170692,2016-05-06
68,CA_1_FOODS_3,May,2016,2949.0,2767.754705700788,2016-05-07
69,CA_1_FOODS_3,May,2016,2771.0,2800.244711461847,2016-05-08
70,CA_1_FOODS_3,May,2016,2330.0,2339.138117193492,2016-05-09
71,CA_1_FOODS_3,May,2016,1943.0,1824.7434666325044,2016-05-10
72,CA_1_FOODS_3,May,2016,1962.0,1755.629846110473,2016-05-11
73,CA_1_FOODS_3,May,2016,1950.0,1785.5614528166625,2016-05-12
74,CA_1_FOODS_3,May,2016,2408.0,2209.991877816519,2016-05-13
75,CA_1_FOODS_3,May,2016,3000.0,2716.272797454087,2016-05-14
76,CA_1_FOODS_3,May,2016,3521.0,2783.3372320928734,2016-05-15
77,CA_1_FOODS_3,May,2016,2366.0,2298.6917072684505,2016-05-16
78,CA_1_FOODS_3,May,2016,2016.0,1861.133454688601,2016-05-17
79,CA_1_FOODS_3,May,2016,1992.0,1732.7797557045092,2016-05-18
80,CA_1_FOODS_3,May,2016,2113.0,1850.103857449334,2016-05-19
81,CA_1_FOODS_3,May,2016,2249.0,2246.664663817287,2016-05-20
82,CA_1_FOODS_3,May,2016,2729.0,2795.454595594331,2016-05-21
83,CA_1_FOODS_3,May,2016,3274.0,2784.8527520806897,2016-05-22
84,CA_1_HOBBIES_1,April,2016,546.0,504.86437192907744,2016-04-25
85,CA_1_HOBBIES_1,April,2016,395.0,448.8713122296524,2016-04-26
86,CA_1_HOBBIES_1,April,2016,418.0,413.5868541910806,2016-04-27
87,CA_1_HOBBIES_1,April,2016,385.0,425.4756754621169,2016-04-28
88,CA_1_HOBBIES_1,April,2016,550.0,483.9213341091193,2016-04-29
89,CA_1_HOBBIES_1,April,2016,574.0,606.8221954199305,2016-04-30
90,CA_1_HOBBIES_1,May,2016,625.0,580.6854320349462,2016-05-01
91,CA_1_HOBBIES_1,May,2016,478.0,484.7190331358543,2016-05-02
92,CA_1_HOBBIES_1,May,2016,582.0,444.2140598320164,2016-05-03
93,CA_1_HOBBIES_1,May,2016,522.0,418.4373184896526,2016-05-04
94,CA_1_HOBBIES_1,May,2016,405.0,422.23794026899486,2016-05-05
95,CA_1_HOBBIES_1,May,2016,529.0,485.31376132984434,2016-05-06
96,CA_1_HOBBIES_1,May,2016,579.0,597.9139335437005,2016-05-07
97,CA_1_HOBBIES_1,May,2016,451.0,565.4151006384261,2016-05-08
98,CA_1_HOBBIES_1,May,2016,592.0,485.33499626495984,2016-05-09
99,CA_1_HOBBIES_1,May,2016,334.0,440.7207528126739,2016-05-10
100,CA_1_HOBBIES_1,May,2016,453.0,427.4836983937427,2016-05-11
101,CA_1_HOBBIES_1,May,2016,546.0,429.3004050884387,2016-05-12
102,CA_1_HOBBIES_1,May,2016,546.0,482.8404251540629,2016-05-13
103,CA_1_HOBBIES_1,May,2016,732.0,599.5948669096922,2016-05-14
104,CA_1_HOBBIES_1,May,2016,631.0,559.7779620067743,2016-05-15
105,CA_1_HOBBIES_1,May,2016,389.0,480.7587305686733,2016-05-16
106,CA_1_HOBBIES_1,May,2016,347.0,441.5500804999653,2016-05-17
107,CA_1_HOBBIES_1,May,2016,353.0,429.1771230752845,2016-05-18
108,CA_1_HOBBIES_1,May,2016,354.0,429.7222128903814,2016-05-19
109,CA_1_HOBBIES_1,May,2016,494.0,485.1735912414215,2016-05-20
110,CA_1_HOBBIES_1,May,2016,656.0,596.7018655726858,2016-05-21
111,CA_1_HOBBIES_1,May,2016,588.0,557.8996579474259,2016-05-22
112,CA_1_HOBBIES_2,April,2016,43.0,41.08821113470465,2016-04-25
113,CA_1_HOBBIES_2,April,2016,31.0,38.54605351949745,2016-04-26
114,CA_1_HOBBIES_2,April,2016,33.0,41.32524004773046,2016-04-27
115,CA_1_HOBBIES_2,April,2016,47.0,38.82504780168957,2016-04-28
116,CA_1_HOBBIES_2,April,2016,34.0,44.19666857902805,2016-04-29
117,CA_1_HOBBIES_2,April,2016,62.0,51.86283623625749,2016-04-30
118,CA_1_HOBBIES_2,May,2016,59.0,51.51591729483176,2016-05-01
119,CA_1_HOBBIES_2,May,2016,51.0,38.85583599582272,2016-05-02
120,CA_1_HOBBIES_2,May,2016,46.0,38.09862945598832,2016-05-03
121,CA_1_HOBBIES_2,May,2016,43.0,39.93764262572825,2016-05-04
122,CA_1_HOBBIES_2,May,2016,34.0,39.47776095868208,2016-05-05
123,CA_1_HOBBIES_2,May,2016,41.0,42.6097395862176,2016-05-06
124,CA_1_HOBBIES_2,May,2016,67.0,50.394061239496224,2016-05-07
125,CA_1_HOBBIES_2,May,2016,62.0,51.24155660827651,2016-05-08
126,CA_1_HOBBIES_2,May,2016,49.0,38.23338916080772,2016-05-09
127,CA_1_HOBBIES_2,May,2016,55.0,37.42743191037367,2016-05-10
128,CA_1_HOBBIES_2,May,2016,52.0,39.83536001363091,2016-05-11
129,CA_1_HOBBIES_2,May,2016,50.0,37.62589145705855,2016-05-12
130,CA_1_HOBBIES_2,May,2016,42.0,42.16471751592808,2016-05-13
131,CA_1_HOBBIES_2,May,2016,74.0,49.17334919239163,2016-05-14
132,CA_1_HOBBIES_2,May,2016,56.0,52.03120904709146,2016-05-15
133,CA_1_HOBBIES_2,May,2016,28.0,38.05749490055536,2016-05-16
134,CA_1_HOBBIES_2,May,2016,46.0,37.3938449372922,2016-05-17
135,CA_1_HOBBIES_2,May,2016,28.0,39.39150900885562,2016-05-18
136,CA_1_HOBBIES_2,May,2016,52.0,36.71527219694835,2016-05-19
137,CA_1_HOBBIES_2,May,2016,45.0,42.99773099260797,2016-05-20
138,CA_1_HOBBIES_2,May,2016,63.0,49.48001664420594,2016-05-21
139,CA_1_HOBBIES_2,May,2016,58.0,52.53957275312149,2016-05-22
140,CA_1_HOUSEHOLD_1,April,2016,780.0,759.814205608483,2016-04-25
141,CA_1_HOUSEHOLD_1,April,2016,583.0,639.3406535580858,2016-04-26
142,CA_1_HOUSEHOLD_1,April,2016,615.0,604.210502193755,2016-04-27
143,CA_1_HOUSEHOLD_1,April,2016,552.0,608.836864570573,2016-04-28
144,CA_1_HOUSEHOLD_1,April,2016,708.0,707.9652453643314,2016-04-29
145,CA_1_HOUSEHOLD_1,April,2016,991.0,1005.744413040748,2016-04-30
146,CA_1_HOUSEHOLD_1,May,2016,1118.0,1035.9718152341725,2016-05-01
147,CA_1_HOUSEHOLD_1,May,2016,763.0,760.8949563793334,2016-05-02
148,CA_1_HOUSEHOLD_1,May,2016,761.0,634.5998119426079,2016-05-03
149,CA_1_HOUSEHOLD_1,May,2016,637.0,605.9044183089782,2016-05-04
150,CA_1_HOUSEHOLD_1,May,2016,578.0,602.8006763981041,2016-05-05
151,CA_1_HOUSEHOLD_1,May,2016,702.0,705.2809184517274,2016-05-06
152,CA_1_HOUSEHOLD_1,May,2016,1048.0,999.2948717198212,2016-05-07
153,CA_1_HOUSEHOLD_1,May,2016,768.0,1034.3192955005595,2016-05-08
154,CA_1_HOUSEHOLD_1,May,2016,752.0,760.8348364450852,2016-05-09
155,CA_1_HOUSEHOLD_1,May,2016,623.0,634.0234859236182,2016-05-10
156,CA_1_HOUSEHOLD_1,May,2016,593.0,602.4563557132349,2016-05-11
157,CA_1_HOUSEHOLD_1,May,2016,597.0,602.5512749514317,2016-05-12
158,CA_1_HOUSEHOLD_1,May,2016,777.0,704.3556879601355,2016-05-13
159,CA_1_HOUSEHOLD_1,May,2016,1055.0,1000.45178544462,2016-05-14
160,CA_1_HOUSEHOLD_1,May,2016,965.0,1033.369168303684,2016-05-15
161,CA_1_HOUSEHOLD_1,May,2016,725.0,759.3956867896239,2016-05-16
162,CA_1_HOUSEHOLD_1,May,2016,607.0,632.4171749150969,2016-05-17
163,CA_1_HOUSEHOLD_1,May,2016,602.0,601.1823390051475,2016-05-18
164,CA_1_HOUSEHOLD_1,May,2016,658.0,600.879986665159,2016-05-19
165,CA_1_HOUSEHOLD_1,May,2016,665.0,702.8179863752356,2016-05-20
166,CA_1_HOUSEHOLD_1,May,2016,978.0,998.6944467591708,2016-05-21
167,CA_1_HOUSEHOLD_1,May,2016,1022.0,1031.8565510558265,2016-05-22
168,CA_1_HOUSEHOLD_2,April,2016,210.0,202.14035184369328,2016-04-25
169,CA_1_HOUSEHOLD_2,April,2016,176.0,171.58768413593302,2016-04-26
170,CA_1_HOUSEHOLD_2,April,2016,182.0,175.56105518668255,2016-04-27
171,CA_1_HOUSEHOLD_2,April,2016,188.0,182.91259426746825,2016-04-28
172,CA_1_HOUSEHOLD_2,April,2016,249.0,205.66658330857743,2016-04-29
173,CA_1_HOUSEHOLD_2,April,2016,321.0,294.4500346420445,2016-04-30
174,CA_1_HOUSEHOLD_2,May,2016,341.0,289.3107948796643,2016-05-01
175,CA_1_HOUSEHOLD_2,May,2016,224.0,192.3274497961908,2016-05-02
176,CA_1_HOUSEHOLD_2,May,2016,208.0,169.23453751689553,2016-05-03
177,CA_1_HOUSEHOLD_2,May,2016,192.0,176.3786410974973,2016-05-04
178,CA_1_HOUSEHOLD_2,May,2016,166.0,184.17657531186583,2016-05-05
179,CA_1_HOUSEHOLD_2,May,2016,229.0,206.48066491400425,2016-05-06
180,CA_1_HOUSEHOLD_2,May,2016,269.0,296.3268650460631,2016-05-07
181,CA_1_HOUSEHOLD_2,May,2016,301.0,290.831083964804,2016-05-08
182,CA_1_HOUSEHOLD_2,May,2016,221.0,192.46639580105375,2016-05-09
183,CA_1_HOUSEHOLD_2,May,2016,196.0,168.12527403287598,2016-05-10
184,CA_1_HOUSEHOLD_2,May,2016,197.0,175.10746867992387,2016-05-11
185,CA_1_HOUSEHOLD_2,May,2016,193.0,183.5682077394744,2016-05-12
186,CA_1_HOUSEHOLD_2,May,2016,221.0,205.73495238818637,2016-05-13
187,CA_1_HOUSEHOLD_2,May,2016,338.0,294.9060691039087,2016-05-14
188,CA_1_HOUSEHOLD_2,May,2016,338.0,289.81856723008207,2016-05-15
189,CA_1_HOUSEHOLD_2,May,2016,228.0,192.61284312593665,2016-05-16
190,CA_1_HOUSEHOLD_2,May,2016,155.0,168.06513847081598,2016-05-17
191,CA_1_HOUSEHOLD_2,May,2016,196.0,175.0979877812944,2016-05-18
192,CA_1_HOUSEHOLD_2,May,2016,218.0,182.9952961267366,2016-05-19
193,CA_1_HOUSEHOLD_2,May,2016,236.0,205.47769453469687,2016-05-20
194,CA_1_HOUSEHOLD_2,May,2016,284.0,294.2787526467625,2016-05-21
195,CA_1_HOUSEHOLD_2,May,2016,294.0,289.2861979134085,2016-05-22
196,CA_2_FOODS_1,April,2016,439.0,399.91538080531393,2016-04-25
197,CA_2_FOODS_1,April,2016,362.0,390.6894380527466,2016-04-26
198,CA_2_FOODS_1,April,2016,445.0,379.1154943102465,2016-04-27
199,CA_2_FOODS_1,April,2016,445.0,405.3754905434933,2016-04-28
200,CA_2_FOODS_1,April,2016,478.0,502.4664204679356,2016-04-29
201,CA_2_FOODS_1,April,2016,711.0,589.5035905254015,2016-04-30
202,CA_2_FOODS_1,May,2016,576.0,532.1570684044051,2016-05-01
203,CA_2_FOODS_1,May,2016,475.0,395.2964137832576,2016-05-02
204,CA_2_FOODS_1,May,2016,476.0,388.6458782596919,2016-05-03
205,CA_2_FOODS_1,May,2016,537.0,377.83524360742285,2016-05-04
206,CA_2_FOODS_1,May,2016,557.0,404.6893495069658,2016-05-05
207,CA_2_FOODS_1,May,2016,494.0,502.2427516826328,2016-05-06
208,CA_2_FOODS_1,May,2016,719.0,589.6399798775885,2016-05-07
209,CA_2_FOODS_1,May,2016,607.0,532.5738375542542,2016-05-08
210,CA_2_FOODS_1,May,2016,404.0,395.93157285841454,2016-05-09
211,CA_2_FOODS_1,May,2016,435.0,389.4511990430175,2016-05-10
212,CA_2_FOODS_1,May,2016,386.0,378.7732044709464,2016-05-11
213,CA_2_FOODS_1,May,2016,494.0,405.730758565748,2016-05-12
214,CA_2_FOODS_1,May,2016,683.0,503.3648976047722,2016-05-13
215,CA_2_FOODS_1,May,2016,628.0,590.8251932115301,2016-05-14
216,CA_2_FOODS_1,May,2016,598.0,533.8083714391971,2016-05-15
217,CA_2_FOODS_1,May,2016,468.0,397.20473221526765,2016-05-16
218,CA_2_FOODS_1,May,2016,389.0,390.7546630836076,2016-05-17
219,CA_2_FOODS_1,May,2016,388.0,380.100499609129,2016-05-18
220,CA_2_FOODS_1,May,2016,404.0,407.0768483414306,2016-05-19
221,CA_2_FOODS_1,May,2016,584.0,504.72586364416674,2016-05-20
222,CA_2_FOODS_1,May,2016,809.0,592.1979870137333,2016-05-21
223,CA_2_FOODS_1,May,2016,735.0,535.1906212657627,2016-05-22
224,CA_2_FOODS_2,April,2016,444.0,506.3137451623234,2016-04-25
225,CA_2_FOODS_2,April,2016,436.0,440.50743987203913,2016-04-26
226,CA_2_FOODS_2,April,2016,359.0,433.1261688309903,2016-04-27
227,CA_2_FOODS_2,April,2016,376.0,402.1891693283387,2016-04-28
228,CA_2_FOODS_2,April,2016,421.0,455.9295255085053,2016-04-29
229,CA_2_FOODS_2,April,2016,597.0,646.3796675531216,2016-04-30
230,CA_2_FOODS_2,May,2016,758.0,684.5268768383642,2016-05-01
231,CA_2_FOODS_2,May,2016,625.0,479.61188762947097,2016-05-02
232,CA_2_FOODS_2,May,2016,459.0,430.66054121847696,2016-05-03
233,CA_2_FOODS_2,May,2016,557.0,433.8436556833227,2016-05-04
234,CA_2_FOODS_2,May,2016,433.0,402.07890906388377,2016-05-05
235,CA_2_FOODS_2,May,2016,556.0,457.386418041486,2016-05-06
236,CA_2_FOODS_2,May,2016,802.0,650.860881153022,2016-05-07
237,CA_2_FOODS_2,May,2016,629.0,690.1677724513467,2016-05-08
238,CA_2_FOODS_2,May,2016,607.0,481.81761962909854,2016-05-09
239,CA_2_FOODS_2,May,2016,490.0,430.3326414827313,2016-05-10
240,CA_2_FOODS_2,May,2016,439.0,435.323900658471,2016-05-11
241,CA_2_FOODS_2,May,2016,413.0,402.38040403592953,2016-05-12
242,CA_2_FOODS_2,May,2016,510.0,458.0104928805269,2016-05-13
243,CA_2_FOODS_2,May,2016,621.0,650.4600091609329,2016-05-14
244,CA_2_FOODS_2,May,2016,881.0,696.1835372407938,2016-05-15
245,CA_2_FOODS_2,May,2016,524.0,484.07610939519327,2016-05-16
246,CA_2_FOODS_2,May,2016,460.0,432.7528459806718,2016-05-17
247,CA_2_FOODS_2,May,2016,400.0,438.5238248113639,2016-05-18
248,CA_2_FOODS_2,May,2016,501.0,402.3433020167769,2016-05-19
249,CA_2_FOODS_2,May,2016,476.0,457.7180282465134,2016-05-20
250,CA_2_FOODS_2,May,2016,751.0,651.3592228867853,2016-05-21
251,CA_2_FOODS_2,May,2016,835.0,704.2017433745709,2016-05-22
252,CA_2_FOODS_3,April,2016,1771.0,1864.9767354015169,2016-04-25
253,CA_2_FOODS_3,April,2016,1508.0,1710.470142811772,2016-04-26
254,CA_2_FOODS_3,April,2016,1420.0,1599.401423913196,2016-04-27
255,CA_2_FOODS_3,April,2016,1636.0,1685.153862451668,2016-04-28
256,CA_2_FOODS_3,April,2016,1962.0,2041.5798126636528,2016-04-29
257,CA_2_FOODS_3,April,2016,2733.0,2451.216483073467,2016-04-30
258,CA_2_FOODS_3,May,2016,2683.0,2513.8621586232484,2016-05-01
259,CA_2_FOODS_3,May,2016,1895.0,1904.3826494606187,2016-05-02
260,CA_2_FOODS_3,May,2016,1689.0,1717.417500083042,2016-05-03
261,CA_2_FOODS_3,May,2016,1921.0,1913.2816762336083,2016-05-04
262,CA_2_FOODS_3,May,2016,1659.0,1811.698436829379,2016-05-05
263,CA_2_FOODS_3,May,2016,1935.0,1933.142413953444,2016-05-06
264,CA_2_FOODS_3,May,2016,2776.0,2683.6094967461545,2016-05-07
265,CA_2_FOODS_3,May,2016,2222.0,2569.934842996516,2016-05-08
266,CA_2_FOODS_3,May,2016,1719.0,1957.404775361554,2016-05-09
267,CA_2_FOODS_3,May,2016,1755.0,1965.596523676668,2016-05-10
268,CA_2_FOODS_3,May,2016,1681.0,1957.955123707356,2016-05-11
269,CA_2_FOODS_3,May,2016,1584.0,1746.006853471482,2016-05-12
270,CA_2_FOODS_3,May,2016,2062.0,2097.440251201595,2016-05-13
271,CA_2_FOODS_3,May,2016,2723.0,2630.797614927076,2016-05-14
272,CA_2_FOODS_3,May,2016,2806.0,2592.000814485832,2016-05-15
273,CA_2_FOODS_3,May,2016,1910.0,1997.9497855608772,2016-05-16
274,CA_2_FOODS_3,May,2016,1800.0,1902.9110159012057,2016-05-17
275,CA_2_FOODS_3,May,2016,1773.0,1958.6193904855231,2016-05-18
276,CA_2_FOODS_3,May,2016,1820.0,1886.093273885572,2016-05-19
277,CA_2_FOODS_3,May,2016,2119.0,2105.928225026881,2016-05-20
278,CA_2_FOODS_3,May,2016,2942.0,2705.6780987772536,2016-05-21
279,CA_2_FOODS_3,May,2016,2628.0,2485.0000757657463,2016-05-22
280,CA_2_HOBBIES_1,April,2016,330.0,325.0399608250774,2016-04-25
281,CA_2_HOBBIES_1,April,2016,278.0,328.96962191410654,2016-04-26
282,CA_2_HOBBIES_1,April,2016,333.0,314.6136259709115,2016-04-27
283,CA_2_HOBBIES_1,April,2016,344.0,309.6778611566523,2016-04-28
284,CA_2_HOBBIES_1,April,2016,384.0,391.0664181307362,2016-04-29
285,CA_2_HOBBIES_1,April,2016,491.0,483.496620184898,2016-04-30
286,CA_2_HOBBIES_1,May,2016,509.0,440.64060048311273,2016-05-01
287,CA_2_HOBBIES_1,May,2016,334.0,320.5050732827374,2016-05-02
288,CA_2_HOBBIES_1,May,2016,340.0,316.387256857953,2016-05-03
289,CA_2_HOBBIES_1,May,2016,307.0,326.0459280280682,2016-05-04
290,CA_2_HOBBIES_1,May,2016,368.0,320.42249554921153,2016-05-05
291,CA_2_HOBBIES_1,May,2016,406.0,381.02414711373024,2016-05-06
292,CA_2_HOBBIES_1,May,2016,500.0,479.43963307515736,2016-05-07
293,CA_2_HOBBIES_1,May,2016,481.0,443.4156626894485,2016-05-08
294,CA_2_HOBBIES_1,May,2016,324.0,318.40633472609835,2016-05-09
295,CA_2_HOBBIES_1,May,2016,411.0,317.8856493542863,2016-05-10
296,CA_2_HOBBIES_1,May,2016,303.0,319.8891469773398,2016-05-11
297,CA_2_HOBBIES_1,May,2016,258.0,318.71909609124947,2016-05-12
298,CA_2_HOBBIES_1,May,2016,327.0,385.4844505205222,2016-05-13
299,CA_2_HOBBIES_1,May,2016,604.0,474.1357486862352,2016-05-14
300,CA_2_HOBBIES_1,May,2016,530.0,434.7686292582082,2016-05-15
301,CA_2_HOBBIES_1,May,2016,291.0,322.6964564646875,2016-05-16
302,CA_2_HOBBIES_1,May,2016,350.0,318.8793514262372,2016-05-17
303,CA_2_HOBBIES_1,May,2016,301.0,319.73011591796654,2016-05-18
304,CA_2_HOBBIES_1,May,2016,315.0,313.0042034283512,2016-05-19
305,CA_2_HOBBIES_1,May,2016,395.0,384.278608194942,2016-05-20
306,CA_2_HOBBIES_1,May,2016,691.0,476.9522954376346,2016-05-21
307,CA_2_HOBBIES_1,May,2016,581.0,434.08550478727113,2016-05-22
308,CA_2_HOBBIES_2,April,2016,31.0,45.214129008814446,2016-04-25
309,CA_2_HOBBIES_2,April,2016,58.0,42.24940714323749,2016-04-26
310,CA_2_HOBBIES_2,April,2016,27.0,41.35152576601038,2016-04-27
311,CA_2_HOBBIES_2,April,2016,56.0,41.85412558126151,2016-04-28
312,CA_2_HOBBIES_2,April,2016,54.0,44.34797508000191,2016-04-29
313,CA_2_HOBBIES_2,April,2016,103.0,42.71151383589817,2016-04-30
314,CA_2_HOBBIES_2,May,2016,70.0,41.840091658190126,2016-05-01
315,CA_2_HOBBIES_2,May,2016,26.0,43.14131160393324,2016-05-02
316,CA_2_HOBBIES_2,May,2016,37.0,40.22225541396228,2016-05-03
317,CA_2_HOBBIES_2,May,2016,43.0,42.23889181616108,2016-05-04
318,CA_2_HOBBIES_2,May,2016,64.0,43.47682268139091,2016-05-05
319,CA_2_HOBBIES_2,May,2016,65.0,39.718312924546936,2016-05-06
320,CA_2_HOBBIES_2,May,2016,82.0,42.57850249709831,2016-05-07
321,CA_2_HOBBIES_2,May,2016,57.0,42.07260817679956,2016-05-08
322,CA_2_HOBBIES_2,May,2016,29.0,42.17584375705449,2016-05-09
323,CA_2_HOBBIES_2,May,2016,55.0,40.929857944362304,2016-05-10
324,CA_2_HOBBIES_2,May,2016,39.0,43.10101581919636,2016-05-11
325,CA_2_HOBBIES_2,May,2016,57.0,38.62602322022474,2016-05-12
326,CA_2_HOBBIES_2,May,2016,43.0,40.88938313205667,2016-05-13
327,CA_2_HOBBIES_2,May,2016,83.0,42.60097729419417,2016-05-14
328,CA_2_HOBBIES_2,May,2016,58.0,41.78017520778196,2016-05-15
329,CA_2_HOBBIES_2,May,2016,35.0,42.03613631575841,2016-05-16
330,CA_2_HOBBIES_2,May,2016,35.0,43.19549285282936,2016-05-17
331,CA_2_HOBBIES_2,May,2016,33.0,39.85133680248958,2016-05-18
332,CA_2_HOBBIES_2,May,2016,42.0,41.57439364368688,2016-05-19
333,CA_2_HOBBIES_2,May,2016,39.0,42.69806523953018,2016-05-20
334,CA_2_HOBBIES_2,May,2016,71.0,41.64534086041952,2016-05-21
335,CA_2_HOBBIES_2,May,2016,79.0,42.29410320641073,2016-05-22
336,CA_2_HOUSEHOLD_1,April,2016,667.0,701.765373073145,2016-04-25
337,CA_2_HOUSEHOLD_1,April,2016,634.0,620.8844172592817,2016-04-26
338,CA_2_HOUSEHOLD_1,April,2016,696.0,623.1411286481124,2016-04-27
339,CA_2_HOUSEHOLD_1,April,2016,614.0,617.1890093558708,2016-04-28
340,CA_2_HOUSEHOLD_1,April,2016,774.0,762.1630172146652,2016-04-29
341,CA_2_HOUSEHOLD_1,April,2016,1276.0,1096.7965184749428,2016-04-30
342,CA_2_HOUSEHOLD_1,May,2016,1140.0,1111.3639336536644,2016-05-01
343,CA_2_HOUSEHOLD_1,May,2016,754.0,691.348323302141,2016-05-02
344,CA_2_HOUSEHOLD_1,May,2016,673.0,624.6385729444253,2016-05-03
345,CA_2_HOUSEHOLD_1,May,2016,626.0,624.2760692272066,2016-05-04
346,CA_2_HOUSEHOLD_1,May,2016,694.0,620.0819540329436,2016-05-05
347,CA_2_HOUSEHOLD_1,May,2016,709.0,764.7713634616472,2016-05-06
348,CA_2_HOUSEHOLD_1,May,2016,1316.0,1098.3752760034015,2016-05-07
